speed;service;flavour;review
10;10;10;Mükemmeldi, ellerinize sağlık.
10;10;10;Her şey harikaydı teşekkürler.
10;10;10;Harikaydi.
5;9;9;Kurye arkdaş çok kibar, paketleme çok güzel, lezzet de iyi bu yüzden çok üzülüyorum çünkü telefonda görüştüğüm beyefendi son derece kabaydı şok oldum üslubuna, mümkünse asla müşterilerle görüşmesin.
1;2;1;1 saatten fazla bekledim. Soğuk ve yağlı bir yemekti. Teşekkür ederim.
5;1;1;Sodexo ile ödeme işaretlemiştim. Son dakikada kapıda cihazlarının olmadığını söyleyerek kredi kartı ödemesi talep ettiler. O baştan söylenir, son dakikada emrivaki yapılmaz. Menü eksik geldi. Telefonla aradım, göndereceklerini söyleyip göndermediler.
1;1;1;Cok gec gelmişti ve baya soğuktu.
8;8;1;Lezzet kötü pilavda düzeltme yapmanız gerekiyorr.
10;10;10;Köri soslu istemiştim normal tavuklu geldi aslında köride koymuşlardı fakat körisi çok azdı.
10;10;10;Hamsiler enfesti, hediyeniz de öyle...
1;8;7;Biraz daha geç gelseydi... Neyse.
1;1;1;Kötü.
10;2;1;Lapa pilav, araya kaynamış nohutlar...
9;8;9;Güzeldi.
10;10;10;Çok iyi be!
10;10;10;Çok iyi.
10;10;10;İi.
1;1;1;Çorba dökülmüş şekilde pilav yarısını yemedim tavuk yanmış.
10;8;9;Çok hızlı geldi. Tavuk suyu çorba nefis.
8;2;1;Hayatımda yediğim en kötü pirinç en kötüde yenmedi uğraşmak istemedim çöpe attım sade tavukları yedim ivedilik ile pirinç değiştirilmeli ve kim yapıyorsa pilavı onuda bir an önce daha iyi yapan birisi getirilmeli verdiğimiz paranın karşılığı olarak bir hizmet alamadık...
3;6;1;Hava soğuk bi sekilde tolere edilebilir fakat bu kadar geç gelmesinden anlasılıyor ki havadan değil paketimiz ordan oraya gezdiği için soğumuş. Lezzeti de aman aman değildi.
10;10;10;Gayet güzeldi, elinize sağlık.
8;8;8;Güzel yazılan notlara dıkat edılmıyor sanırım :).
10;10;5;Pilav güzeldi ancak şekerpare istediğim halde revani geldi...
1;6;3;İkinci siparişimde malesef hüsrana uğradım, mercimek çorbası bu kadar kötü yapılabilirdi su gibiydi ve soguk geldi, diğer yemeklerde aynı şekilde gelmesi 1 saati geçti üzgünüm birdaha sipariş vermeyeceğim :(.
10;10;10;Muhteşem mükemmel ve muazzam bir hız.
10;10;10;Fena değil.
10;10;10;Dop dolu geldi, çok teşekkür ederim.
1;1;1;Siparişim evde olduğum halde gelip kapıdan dönüyor kapı çalınmadan, canlı yardıma bilidiyorum gelip kapıdan dönen ürünü tekrar yollamıslar 50 dakika sonra buz gibi geldi, üstüne içindeki ayran patlamış poşet tamamen ayrandı.
1;1;2;Ekmek arası köfte istedim 1 saat 10 dk geldi baya hızlıydı ve soğuktu artık ekmeğim içindeki domastesle yeşilliklerin suyu çıkmıştı teşekkür ettim.
9;10;10;Çok güzel di gerçekten çok beğendik. İzmir usulü ve midye tava harikaydı.
10;10;10;Sipareşimiz cok hızlı geldi hem sıcaktı hem cok lezzetliydi.
10;10;10;Paket 10 dakika içinde elime ulaştı midyeler çok lezzetliydi kokoreç de öyle emeğinize sağlık.
10;10;10;Gayet guzeldi.
10;10;10;Ben böyle bir harika lezzet görmedim söyledim ve okadar hızlı geldiki herşey için teşekkür ederim ellerinize sağlık.
10;10;10;Muhtesemmm 10 numara.
10;10;6;Servise hıza laf edemem, güzeldi. Ama kokoreç yağlı olabilirde yani ekmek bildiğin sıvı yağa batırılmış da çıkarılmış gibi de yağlı gelmez ya...
10;10;10;Sizi bu kadar geç keşfettiğim için kendime çok kızıyorum. Harikasınız!
10;10;9;Herseyi cok begendim yanliz kokoreç cok yagliydi birazcık dikkat edilirse cok lezzetli.
7;4;1;40 tane midye şipariş ettim ama 3 tane eksik geldi. En az 8 tanesi bozuk çıktı. Kesinlikle tavsiye etmiyorum.
7;8;1;Abi çok kum.
1;1;1;Midye konusunda yardma ihtiyaciniz var.
10;10;10;Aldıkları ücreti sonuna kadar hakeden firma servis elemanınız çok kibar bir insandı ve midyeler cok lezzetliydi böyle kaliteli insanlarla alışveriş yapmak güzel.
10;10;10;10 numara 5 yıldız.
9;4;5;Eh işte.
8;8;8;Midyeler güzeldi ama kokoreç çok yağlıydı.
1;1;1;Buzgibiydi very bad.
10;10;10;Cisem hanıma ilgisinden dolayı tesekkürler.
10;10;10;Midye yiyelim dedik :) teşekkürler.
8;9;9;Midyeler güzeldi tazeydi 45dkda geldi ama ben bdüzü adnandayım ondandır diye düşündüm elinize sağlık.
10;10;10;Beykent size sahip olduğu için çok şanslı.
10;10;10;Midyeler zaten şahane bu sefer kokoreci de denedik çok başarılıydı.
10;10;10;Gerçekten bu güne kadar kokoreç yemedimi anladım herkese denemesini tavsiye ederim ellerinize sağlık midyelerde çok güzel di.
10;8;5;Midye aşırı taşlıydı tadı da bana hitap etmedi ama kokoreç çok güzel.
9;9;7;Midye tava iyi pişmemiş ve kayış gibi geldi, midye dolmalar gayet iyiydi.
10;10;10;10 puan bu işletmeye az bile.
10;10;5;Kokoreç fena değildi fakat midye dolma berbattı hem lezzet olarak hem yapılışı bakımından içinde midye yoktu bile sırf pirinç vardı. Kokoreç tercih edilebilir. Servis ve hızdan memnub kaldım lezzet için vasat diyorum.
10;10;10;Güzeldi.
10;10;10;Bu işletmeye yapabilsem hepsini 11-11-11 verirdim.
9;6;8;Sosu yanında gelen malzemele çok iyiydi. Kanatlar hiç pimemişti. İçleri bildiğin kanlı kanlıydı. Tavada tekrar pişirdik. O kadar uğraşmışsınız 5 dakika daha pişirseniz ne olurdu sanki.
10;7;10;İçinden ip çıkması harici hız sunum ve tad iyiydi büyük ihtimalle lavaslardan gelme.
10;10;10;Muhtaşem.
7;7;1;O kadar kötüydü ki et mi yedik yoksa yağ mı belli değil di daha kötü bişey yemiş olamayız herhalde.
10;10;10;Çok iyiydi.
1;1;1;Kanatları az yakmışsınız. Daha yanığı yok muydu? Ve bayat tavukları sosa yatırmışsınız tadı kktu.
10;4;4;Tavukların çoğu yanmıştı. 1, 5 kilo kanat söyledik. 2 adet yaprak vardı kalan hepsini but koymuştunuz. Normalde böyle olmazdı..
1;7;8;1saat 43dk da siparis getircekseniz o bölgeden siparis almasaniz daha iyi olmazmi?
1;1;1;1 saate anca geldi buz gibiydi dürüm midemi bozdu kaç senelik yersiniz gelişeceğiniz yerde geri gidiyorsunuz ayıp ya tel de açılmadı şikayet etmek için.
8;8;8;Fena degildi.
10;10;10;Nefis kanatlar için teşekkürler.
3;1;1;Haşlama tavuk gibiydi hiç beğenmedim.
1;7;7;Daha iyi olabilir.
10;1;8;Turşu koymayın diyorum ısrarla turşu koyuyonuz. T u r ş u k o y m a yazıyorsa koymayın işte da çokmu zor.
2;2;2;Yani bu kadar olurdu yorum yapmaya gerek yok puandan belli.
5;5;5;Yavas geldi ve soguktu.
10;10;10;Süper teşekkür ederim.
9;9;9;Lezzet enfesti, tebrikler.
8;8;8;Güzel.
9;10;9;Güzeldi biraz fazla pişmişti tavuklar sadece.
1;1;1;Kuryenin üslubu çok kötü ve kanatlarda tüyler duruyordu düzgün temizlenmemiş. Çöpe attım.
9;8;6;Dünden kalma ekmekle gönderilmesi pek hoş olmadı.
10;10;10;Multinet gelsinnn. Lezzet çok iyi.
1;1;1;Dürümler bu gibi geldi.
10;10;10;Kaliteli ve güzeldi ellerinize sağlık.
10;10;10;Lezzet fiyat çok iyi fakat karton kutuya koyarken tavukları lütfen kapatın kutuyu ısıdan eritmiş.
10;10;10;Severim.
10;1;9;Geçen de yazmıştım, çatal, kaşık peçete, tuz vs. Hiçbirşey yok.
10;10;10;Tek kelimeyle mükemmel kalite iyi tat ve fiyat.
9;9;10;Kavurmalı cheddarlı gibi malzemeli boyozlar harika fakat sade boyozu ısıtıp göndermişsiniz biraz sertleşmişti. Yine de harika. Joker olmasa sipariş etmeyebilirdim dükkandakinden çok daha pahalı yemeksepetinde...
10;10;10;Çok hızlı geldi, sıcak ve tazeydi beğendimm.
1;1;1;Kahvaltı niyetiyle söylediğim boyozlar yoğunluk bahanesiyle 1 saat 20 dk sonra geldi. Soğuk birbirine girmiş ve yenilmeyecek şekildeydi.
10;10;10;Güzeldi severek yedik teşekkür ederiz.
9;3;9;330 cc yerine 200 cc kola göndermişsiniz pipet vs de yoktu lezzet tmm ama servis maalesef.
10;10;10;Joker siparişim. Üç peynirli boyoz, sade boyoz ve bomba sütlü ve çikolatalı siparişi verdim. İnanılmaz lezzetli her biri. Favorime eklendiniz :) harikasınız :) ellerinize sağlık!
5;3;3;Çoooook küçük çooook pahalı pek de bi numarası yok.
8;8;8;Menemen lezzetliydi.
10;10;10;Çok güzeldi.
10;10;10;Şu zamana kadar sade boyoz yiyip bunun çok övülecek bi olayı yok ki! Diyen masum istanbulluya biboyoz şoku. Özellikle çedar pastırma çok çok iyiydi. Elinize sağlık:).
10;3;7;330luk cappy yerine 200 ml capri sun göndermek? Çok tuzsuz ve içinde tuz yoktu çatal yoktu.
10;10;10;İzmirde yediğimizden bile taze geldi bana fırsat buldukça ilk tercihim herşey harikaydı.
10;10;10;İlk öncelikle siparişim çok hızlı geldi. Ürün hem sıcak hemde tazeydi. Getiren kurye arkadaş güleryüzlü olmadı sebebiyle benim tek favorim oldunuz.
10;10;10;Harikaydı.
1;4;3;Gelen boyozlar soğuktu 1 saat 15 dakika bekledim bişi anlamadım yediğimden.
10;10;10;Mükemmel ve çok tazeydi bu tadı herkes tatmali çok kısa sürede ve sıcak geldi.
10;10;10;Yediğim en lezzetli boyoz. Kuryenin güleryüzlü olması ve hızlı gelmeside cabası.
10;10;10;Gercekten çok güzeldi izmir de yediğimle aynı lezzeti taşıyor ve kuryeniz çok sempatik ve güler yüzlü biriydi gerçekten çok tesekur ederim bu güzel hizmetiniz için )))).
10;10;10;Çok taze çıtır çıtır ve sıcak geldi içindeki malzeme oldukça boldu yediğim en güzel boyozdu diyebilirim verilen parayı sonuna kadar hakediyor bundan sonra sabahları tek adresim :).
10;10;10;Karda bile sıcacık geldi.
9;10;10;Boyozlar çok taze lezzetliydi ve iç malzemeleri de gayet bol ve yeterliydi.
9;9;9;Sade çok kuruydu. Ama çikolatalı ve kaşarlı çok güzeldi.
10;10;8;Fazla yağlı gibi. İç malzeme bol değil. Diğer boyozlara göre de küçük boyutlu idi.
9;8;7;Daha sicak olabilirdi.
10;10;10;Her şey çok iyi, fakat fiyatlar gerçekten çok fazla. Joker dışında yemek biraz zor açıkçası.
10;10;10;Siparis gunu yapılan hatayi mesai saati disinda oldugu icin ertesi gun düzelttiler. Arayip ilgilenen restoran sahipleri var. Boyoz cok lezzetliydi ama menemeni cok begenemedim. Hizmette kusur yok. Tesekkurler.
3;4;4;Boyoz soğuk olursa tadı nasıl olur yenebilir mi diye merak ediyorsanız doğru adres. Bir daha asla.
9;5;10;Pastırmalı chrddar peynirli boyoza pastırmayı koymamış olmaları haricinde gayet iyiydi. Unutmuş ya da gözden kaçırmış olmalarını umuyorum...
10;10;10;Tantuniler guzeldi.
1;1;7;Cihangire 1 saatte buz gibi getirdiniz. Metal paketin içinde darmadağın olmuştu. Berbat bi akşam yemeği oldu sağolun.
10;8;8;Tavuk tantuni en iyisi et çok iyi değil fiyatı ucuz ama tad alamadım 2 tane yememe rağmen tavuk güzeldi elinize sağlık.
9;8;6;Not that great, small portion.
1;8;6;Çok geç geldi ve soğuktu.
10;10;8;Tek ayran seçeneği olan ev yapımı ayran için 7 tl çok fazla. Onun haricinde memnun kaldım. İkram olarak gelen çiğköfte çok güzeldi.
9;1;1;Çorbayı 1/100 oranında sulandırıp öyle getirdiler. Yemekler poşette birbirine karışmış durumda geldi.
10;10;3;Belirtilen mekan yerine kule tantuni isimli bir yerden geldi yemekler. Epey şaşırdım çünkü daha önce söylediklerimle alakası yoktu. 9 puana güvenerek söylemiştim fakat tantuni ve dürümü kötü bir büfe standardındaydı. Mercimek çorbası ise sulandırılmış balçık gibi garip bir haldeydi, dokunamadım.
8;9;9;Pilv biraz daha çok olabilirdi.
10;10;10;Şimdiye kadar yedigim en lezzetli dürüm diyebilirim. Elinize emeginize saglık..
9;9;9;Patatesler çok güzeldi tost da fena değil ama ayran besttt.
10;1;8;Görüntüsünden lezzetini anlayacak kadar keyifli yiyemedim. Tum diğer ürünlere poşet e akmisti.
9;9;1;Çorba su gibitost içeriği dogru değil.
10;10;10;Her zaman ki gibi harikulade.
8;8;8;Ellerinize sağlık.
10;10;10;Yine mis gibi yemeklerinizi mideme indirdim. İkramınız için teşekkür ederim.
10;9;9;Lazzetliydi ama posiyonlar ufaktı bir kişiyi bir menü doyurmaz.
10;10;9;Porsiyonlar bol, lezzet güzel.
8;10;10;Bir tık hızlı olsa ikramlar porsiyonlar muazzam lezzet de aynı şekilde.
10;10;10;Lezzetli ve guzeldi tesekkur ederim.
10;10;10; bayıldım ellerinize sağlık favorimsiniz.
10;10;10;Karika.
10;10;10;Her şeyiniz cok ozenli cok memnunum. Fırında baget ve etli dolma sipariş ettim, harikaydı cok lezizdi, ellerinize sağlık kesenize bereket.
8;8;8;Lezzet olarak iyi ikramlar için teşşekürler.
6;6;5;Tavuk sote vasat. Pilav kötü. Diğerlerine de bakıcaz artık..
10;10;1;Kırık pirinçtenmi pilav yapıyorsunuz ben böyle kötü pilav hiç yememiştim.
10;10;10;Lezzetli ve çok hızlısınız ellerinize sağlık.
10;10;10;Gönlü bol işletme. Lezzeti de mükemmel.
1;1;1;Kıbrıs usulü makarna söyledik. Lezzet ve porsiyon iyi. 5 tane su istedik, göndermemeyi tercih etmişler, canınız sağolsun. Biz de puan vermemeyi tercih ediyoruz.
10;10;10;Herşey fazlasıyla mükemmeldi tek kelimeyle süpersiniz...
10;10;10;Muhteşem lezzet ellerinize sağlık.
10;10;10;Favori pidecim... Harika lezzet.
10;10;10;Çıtır ve hızlı geldi. Lezzeti mükemmeldi. Tavsiye ederim.
10;10;10;Çok lezzetliydi. Sıcak ve sipariş tam geldi. Ellerinize sağlık.
10;10;10;Gerçekten çok beğendim ellerinize sağlık.
10;10;10;Gerçekten sancaktepedeki en iyi lahmacun teşekkürler.
10;10;10;Hızlı servis ve lezzetli pideler. Bölgenin 1 numarası. Teşekkürler.
10;10;10;Şiparişim çok hızlı geldi. Lezzetine bayıldım. Her zaman ailecek tercihimizcom bo pide kuryenizde aşırı güleryüzlü ve iyiydi teşekkürler.
10;10;9;Cok lezzetli ve sıcak bir sekile elime ulaştı cok teşekkürler.
10;10;10;Mükemmel her sipariş aynı lezzet.
1;1;1;Berbat.
10;1;10;Maskesizligi anlamam mumkun degil.
1;1;1;Cok gec geldi.
10;10;10;Her zamanki gibi güzeldi artık yoruma gerek olduğunu düşünmüyorum mükemmel ellerinize sağlık.
10;9;10;Lezzzzzetli.
10;10;10;Her şey çok güzel ve bir o kadar sıcak geldi elinize sağlık çok teşekkür ederim.
10;10;10;Yine herşey çok güzel di teşekkürler.
10;9;10;Çok lezzetlı elinize sağlik.
10;10;10;Bu bölgede en iyisi ister pide, ister lahmacun.. Teşekkür ederim, ellerine sağlık.
10;10;10;Ellerine sağlık teşekkür ederim.
10;10;10;İlk siparişimdi çok memnun kaldık hız servis lezzet eksiksiz emeğinize sağlık.
10;10;10;Kesinlikle tavsiye ediyorum.
10;10;10;Ellerinize sağlık.
10;10;10;Lezzetlı hızlı ve guvenılır elınıze emegınıze saglık :))).
10;10;10;Çok güzel lahmacunlarınız ellerinize sağlık.
10;8;1;Kapalı kıymalı pide... Çiğ geldi...
3;1;1;Hayatımda bu kadar kötü lahmacun yemedim.
10;10;8;Kalite (lezzet)biraz düşmüş sanki.
10;6;2;Lahmacun soğuk gelmişti:(.
10;10;10;Hızlı ve lezzetli.
10;10;10;Tavuk kanat tam kıvamında pişmişti ve lezzetliydi.
10;10;9;Her zaman ki gibi lezzetli ve hızlıydı.
10;10;10;Hızlı ve lezzzetli.
2;4;5;1 saatte geldi 10 lahmacunun 5ini acılı istedik ama hepsi acısız geldi yeşilliğide çok azdı.
9;8;4;Lavaş yanık olduğu için tat alamadım yanında gönderilen ezmeyi çok beğendim puanımda ezmeye.
1;1;1;Geç ve soğuk geldi. Tavuk but porsiyon söyledim tavuk şiş dürüm geldi dürüm de iyi değildi.
10;10;10;Karda zorlu şartlar altında kimse sipariş gondermezken birtek burası getirdi helal olsun ve adana durumu çok lezzetliydi teşekkürler.
10;10;10;Biraz geç geldi ama kar yağmış uçarak gelecek hali yok ya ama ortada ikiye kesilmiş olarak servis edilmesi güzel bir deneyim oldu.
10;10;10;Lahmacununuz son yıllarda yediğim en güzel lahmacun. Servis ve hızda çok iyi. Ustamın ellerine sağlık.
10;10;10;Adana lezzetli.
10;10;10;Efsane abi ya çok beğendik kanat ve lahmacun özellikle lahmacun ince olması çok iyiydi diğer yerlerde kalın pide gibi yapıyolar şimdi tekrar sipariş vericektim dün 6 tlydi şuan 8 anlamadım bi günde zam mı geldi vazgeçmek zorunda kaldım.
10;10;10;Güzel.
10;10;10;Lezzetlii ve hızlı.
10;10;10;Süper hızlı ve taze.
8;8;8;Herşey güzel tamam ama 5 gün önce aldıgım tavuk kanat suan 45 tl olmuş şaka gibi cok şaşırdım ve birdaha sipariş vermicem sanırım teşekkürler.
7;1;1;Bu platformda onca zamandır sipariş veriyorum ilk defa yorum yapma gereksinimi duydum, kavurma yumurta karışık pide sipariş ettik. Etler bildiğiniz dondurucudan yeni çıkmış dış ağrıtacak kadar sertti. Pideler ise ustanın o anki durumuna göre kesilmiş gibiydi. Kisaca sıfır 0.
10;9;10;Pide efsane güzel. Son zamanlarda yediğim en mükemmel pide diyebilirim. Ellerinize sağlık.
10;9;6;Hız iyi serviste orta şeker ama lezzet neyalan sölim hoş değildi.
1;1;1;Servis çok çok ağır geldi.
10;8;7;Fena değildi ama beyti ile salata yanyana olmamış beyti den çok salatanın tadını aldım ama yine iyiydi.
10;10;10;Baya güzeldi elinize sağlık.
8;8;1;Kebabın lavaşı aynı çiğ köfte lavasina benziyordu lezzetinden memnun kalmadık açıkçası.
10;9;9;Adana güzelmiş.
10;10;10;Lezzetliydi teşekkür ederim.
1;1;1;Karışık kebap sipariş ettim! Sadece iki tavuk kanadı ve biraz ciğer geldi çok teşekkürler bu saçmalığa elli lira ödedim umarım elli lira restoranınızı geliştirmenize yardımcı olur.
10;10;10;Başarılı.
10;10;10;Dürümler çok iyi. Yanında yolladığınız kırmızı acı biber muazzam.
9;5;3;Abi bu nasil bir ciger yiyemedik cöpe gitti digerleri iyi diyemem porsiyonlar cok ufak fakat biber ve bulgur yiycekseniz alin on numara.
10;10;10;Ustam o nasıl hız 20 olsa 20 puan vericem lezzet desen süperdi. Ellerinize sağlık.
10;10;10;Abi her şey çok güzel ve mükemmel. Biberleriniz dediğiniz kadar var.
10;10;10;Kokereç enfes.
1;1;1;Çok yağlıydı.
10;10;10;Tesekkurler elinize saglik.
10;10;9;Yerken ekstra kekik biber tuz ekleme ihtiyacı hissettim ama bunun dışında gayet lezzetliydi kokoreç.
10;10;10;Her zamanki gibi lezzetli ve çok hızlıydı elinize emeğinize sağlık...
10;10;10;Kumlu diye abarttığınız midyelerde bişey yok. Üstelik çokta taze geldi. Elinize sağlık.
10;10;10;Aga gayet güzeldi valla helal olsun yapana.
10;10;10;Mükemmelll lezzetler hızlı servis.
10;10;10;Servis herzaman ki gibi çok hızlıydı. Köfte ekmekler de çok lezzetliydi elinize emeğinize sağlık :).
10;10;10;Semtimizin güzel esnafı çok lezzetli ve çok sağlıklı ürünler yapıyorsunuz :) bal börek.
10;10;10;Cok hizli ve lezzetliydi tesekkurler.
1;1;1;90 tane midye söyledik fakat hayatımızda bu kadar kötü bir midye görmedik tatmadık. Ne temizlenmişti ne de lezzetliydi. İade etmeyi isteyecek kadar kötüydü. Tabi iade kabul etmediler türlü bahanelerle patron burada yok vs. Hakkımızı helal etmiyoruz :).
10;7;9;Ayranım gelmedi ama lezzetliydi.
5;5;5;Bu 2. Siparisimizdi ilk gelennsiparisimliz harikaydı buna güvenerek ikinci siparisi verdik ama tam bir hayal kırıklığı.
10;10;10;Memnun kaldık.
10;10;10;Siparişi verdikten 10 dakika sonrasında geldi sıcak ve lezzetliydi.
10;10;10;İzmir kokoreç fena...
4;4;6;Kokoreç lezzeti. Sucuk ekmeğin içinde sucuklar cok ince daha önce yediğimizde öyle değildi. Ekmekğin içi çok kızarmış geldi. 20 kişilik siparişte sucuk ekmek hüsrandı. Pandemi sürecinde bişey diyemiyorum ama siparişim iki bucuk saate geldi. İlgililer iyi niyetliler aksilikler olabilir. Teşekkürler.
10;10;10;Harika bir midye ve harika bir hız kesinlikle tam not.
2;2;1;Acıya karşı alerjim vardı içine acı koyulmuştu bu ben acı sevmiyorum neden koyarsanız anlamam alerjim vardı bu yüzden 1.
10;10;10;Bazi midyelerden taş cıkıyo o sinir bozucu.
7;7;7;Sucuk ekmek iyidi. Midyesini beğenmedim. Çeyrek izmir de güzeldi ama bu çeyrek değil çeyreğin çeyreği olmuş. Özetle f/p başarısız.
10;10;10;Kokoreç, köfte, mükemmel sucuk bir tık daha iyi olabilir (:.
1;1;1;Midyeleri seçeneklerinizden kaldirin veya icini kim hazirliyorsa sorgulayın kum tas midye kabuğu kırıntıları ve moyaş tad görüntü bu şekilde insanlara sunmayin yazık. Ödediğim parayi dışarıda gördüğünüz ihtiyacı olan insanlarımız için kullanın.
10;10;10;Hayatımda hiç kokoreç yemedim ilk defa buradan denedim.
9;9;9;Biraz soğuktu birde ayranı değiştirin ayran gerçekten çok kötü mis ayran yazıyordu. Kokoreç güzel tavsiye ederim.
10;10;5;Midye efsaneydifakat kokorec hiç pişmemişti ve içi yag doluydu. Yiyemedik:(.
9;9;9;İyi.
10;10;10;Şahane.
10;10;10;Güzel begendim ama birazdaha taze olsa tadına doyum olmaz.
10;10;10;İndirimler devam etsin. Herşey çok leziz.
10;10;10;Her zaman ki gibi çok güzel di.
10;10;10;Bir urfalı olarak beğeniyorum.
10;10;10;Gercekten mukemmeller gercektennn.
10;8;10;Lezzetli ancak fiyatlar bir tik yuksek.
8;8;3;Hayatımda gördüğüm en kötü künefeydi yiyemedik bir daha aslaa.
10;10;10;Ne denebilir harika, 18 dk. Geldi.
10;8;10;Herzamanki gibi çok güzel ama çatal kaşık yoktu ikram içinde çok teşekkür ederim.
10;10;10;Müthiş...
10;10;10;Tşk.
6;6;7;Çorba yerine sütlaç gelmesine ne desem bilemedim, diğerleri de soğuktu.
10;10;10;Gözünüz kapalı sipariş verebilirsiniz 25 dk sürdü gelmesi.
1;5;4;Siparişim 1 saat sonra geldi nasıl memnun olunabilir ki.
10;10;10;Müthiş...
9;9;9;Her şey çok iyi fakat min. Sipariş fiyatı yüksek geldi bana biraz düşürülebilirse çok daha iyi olabilir.
7;10;10;Lezzet harika tek keline ile ama bşraz yavaş.
1;1;2;Bir buçuk saate yakın bir sürede geldi teslimatı yapan arkadaş çok acemiydi yemekler buz gibi olmuştu tekrar ısıtmak zorunda kaldık belkide o yüzden tadı tuzu yoktu gülistan gibi bir restauranta yakıştıramadım acilen bir çözüm bulmalılar.
2;2;2;Çok kötü durum.
5;4;4;Gerçekten lezzeti kötüydü.
1;1;1;Hem yavaş hem soğuk geldi iptal oldu dediler başka yerden sipariş verdim bide siparişleri gönderdiler ödeme yapmak zorunda kaldım.
3;1;2;Gülistan sofrasına yakışmayan bir lahmacundu.
1;1;1;Kumpir malzemesi çok azdi. Lahmacun siparisinde yeşillik limon hiçbir şey yoktu. 5 dakikalık mesafe olmasına rağmen gec geldiği için soğuktu. Kıyma olarak da anlamadığım bir şekilde suluydu.
10;10;10;Harika ötesiiiii.
10;10;10;Müthiş...
9;10;10;Yine yanıltmadınız...
10;10;10;Çok güzeldi teşekkürler.
10;10;10;Çok lezzetli yanında verilen ikramlara bayıldım.
10;10;10;Yine inanılmaz lezzetliydi.
1;1;10;Para kazanma adına kalitenizden ödün vermeniz düşündrürücü.
5;5;5;Memnun kalmadım.
10;10;10;Teşekkürler...
7;5;5;Tavuğu koklatmışsınız.
10;10;10;Number one.
7;5;8; guzel fiyatları ucuzlatin.
1;1;1;Tam 1, 5 saatte siparişim geldi. Yemek soğuktu, üstelik dökülmüştü... Misafirim vardı mahçup oldum... İlk kez söyledim bir daha söylemem.
10;10;10;Hız ve lezzet çok iyi.
10;10;10;Efsaneydiii...
9;9;9;Yemek ve lezzet güzeldi yalnız barbekü soslu tavuk yerine başka soslu tavuk geldi gelmişken yedim ayıp olmasın diye tadı güzeldi ama yinede barbekü soslu tavuk tercih ederim.
1;4;6;Çok güzel ve sıcak.
10;10;10;Menü güzel di teşekkürler.
10;10;9;Hız ve servisten cok memnun kaldık. Düsünceli tatlı ikramları icin cok tesekkur ederiz.
10;10;10;İl kez söyledim ve gerçekten çok lezzetli buldum porsiyon olarakta doyurucuydu neredeyse ikinciyi sipariş edecektim.
10;10;10;Çok lezzetliydi ve de hızlı geldi. Ellerinize sağlık.
10;10;10;Tesekkurler...
10;10;10;Cheddar peynirli tavuk harikaydı hamile eşim çok beğendi.
10;10;10;Severek her gün yiyorum.
1;1;1;Malasef hersey kotuydu.
10;10;9;Kekiği haddinden fazlaydı ama kalan herşey muhteşem.
10;10;10;Basariliydi porsiyon bi tik fazla olabilir.
10;10;10;Makarnanın tuzu tavuğun da baharatı biraz daha arttırılırsa çok daha lezzetli olur. Makarnaya atılan kekiğe de hiç gerek yok.
10;10;10;Eksikleri olmasına karşın yeni bir işletme olmasından dolayı görmezden gelinebilir. Tavuk lezzetli makarna ve sos geliştirilebilir ve makarnada hiç tuz yoktu. Salatada da kalite arttıtılabilir ama fiyatına göre daha iyisi olamazdı.
9;10;9;Barbekülü tavuk yedim gayet zevkliydi.
10;10;10;Kekik basmasalar iyi.
10;10;10;Harika.
8;10;10;Çok başarılı.
10;10;10;Adamlar leonla sipariş atıyo helal.
10;9;8;Kurye arkadaş süleymana teşekkürler.
10;10;10;Kurye çok kibardı, pizza da lezizdi. Teşekkürler.
1;1;1;Bırdaha yemem.
6;7;8;Pizza çok soğuk geldi!
10;10;10;Pizzası güzeldi, sipariş zamanında geldi.
10;9;8;Biraz soğuktu, lezzeti iyiydi.
1;2;2;Verdiğim sipariş tam olarak 2 saatte geldi. Pizzada seçtiğim malzemeler eksik geldi. Aynı zamanda pizzanın altı siyah denecek kadar yanmıştı. Bir daha asla.
9;9;9;Güzeldi, teşekkürler.
10;10;9;Hızlı, lezzetli. Hem göze hem mideye hitap ediyor. İlk defa buradan sipariş verdim. Gayet hızlı ve sıcak geldi ürünler. Yan ürünler çok lezzetliydi.
10;5;5;Öncekiler gayet iyiydi aslında ama bu çok yağlı olmuştu baharatta yoktu içinde.
10;10;10;Lezzetli sunum kibar kurye teslimatı.
10;10;10;Gec yemek isteyip isitip yedik yine de superdi! Tesekkurler.
10;10;10;Muazzzzzzzam.
10;10;10;Tek kelime ile mükemmel.
10;10;10;Mükemmel ve ötesi!
10;10;10;Fiyatına göre oldukça doyurucu ve lezzetliydi. Ayrıca çok nazik ve güleryüzlü kuryeniz süleyman beye teşekkür ederiz.
10;8;10;Çok doyurucu ve aynı zamanda çok lezzetli...
10;10;10;Başarılı serviste gayet iyi patatesler yeni kızarmış gibi siparişi sıcak getirebilen nadir müesseselerden kurye süleymanında payı var tabi.
10;10;10;Super.
10;9;9;Süleyman bey e güler yüzü ve hızlı servisi için teşekkür ederiz :).
10;10;10;Hayatimda yediğim en muhteşem pizzayı yedim inanılmaz mükemmel bi şeydi anlatamam keske daha önceden kesfetseydim burayi saçma sapan yerlere tonla para veriyoruz hakeden kazansın ellerinize sağlık gerçekten muazzamdı matrax menü yedim tavsiye ederim herkese. Olaganustü.
